,Title,Suggested Duration,Address,Ratings,Transport
999,Turkish Gun,Suggested Duration Not Available,"1 Horse Guards Road Horse Guards Parade, London SW1A 2HQ England",Ratings Not Available,"['Charing Cross', 'Embankment', 'Rental Cars']"
1000,The hot box,Suggested Duration Not Available,"White hall street, London England",Ratings Not Available,"['Russell Square', 'Holborn', 'Rental Cars']"
1001,York Watergate,Suggested Duration Not Available,"Watergate Walk, Charing Cross, London WC2N 6DU England",Ratings Not Available,"['Embankment', 'Charing Cross', 'Rental Cars']"
1002,The Champions,Suggested Duration Not Available,"Barking Road, London England",Ratings Not Available,"['Upton Park', 'East Ham', 'Rental Cars']"
1003,Mortlake Cemetery,Suggested Duration Not Available,"Mortlake Road At the Junction with Townmead Road, London England",Ratings Not Available,"['Royal Victoria', 'Royal Albert', 'Rental Cars']"
1004,Ready Money Drinking Fountain,Suggested Duration Not Available,"The Broad Walk Regents Park, London N7 9AH England",Ratings Not Available,"['Caledonian Road & Barnsbury', 'Caledonian Road', 'Rental Cars']"
1005,Statue of King George II,Suggested Duration Not Available,"Old Royal Naval College, London WD17 2NJ England",Ratings Not Available,"['North Greenwich', 'Canary Wharf', 'Rental Cars']"
1006,Bust of Jawaharlal Nehru,Suggested Duration Not Available,"India Place, London W12 7QT England",Ratings Not Available,"['Wood Lane', 'White City', 'Rental Cars']"
1007,Francisco de Miranda Marker,Suggested Duration Not Available,"58 Grafton Way Fitzrovia, London W1T 5DL England",Ratings Not Available,"['Warren St', 'Euston Square', 'Rental Cars']"
1008,St Mary's Rotherhithe,Suggested Duration Not Available,"St marychurch street, London England",Ratings Not Available,"['Wapping', 'Beckton Park', 'Rental Cars']"
1009,St. Mark’s,Suggested Duration Not Available,"56 Kennington Oval, London SE11 5SW England",Ratings Not Available,"['Waterloo', 'Southwark', 'Rental Cars']"
1010,Thomas Coram statue,Suggested Duration Not Available,"1 Brunswick Square, London N17 8ES England",Ratings Not Available,"['Arnos Grove', 'Southgate', 'Rental Cars']"
1011,Bloody Tower,Suggested Duration Not Available,"The Tower of London Tower Hill, London EC3N 4AB England",Ratings Not Available,"['Tower Hill', 'Tower Gateway', 'Rental Cars']"
1012,Beresford Square,Suggested Duration Not Available,"5 Beresford Square Woolwich, London SE18 6BB England",Ratings Not Available,"['Woolwich Arsenal', 'King George V', 'Rental Cars']"
1013,Willesden Jewish Cemetery,Suggested Duration Not Available,"Willesden, London England",Ratings Not Available,"['Dollis Hill', 'Neasden', 'Rental Cars']"
1014,Margaret MacDonald Memorial,Suggested Duration Not Available,"WC2, Lincoln's Inn Fields, London England",Ratings Not Available,"['Holborn', 'Chancery Lane', 'Rental Cars']"
1015,A Conversation with Oscar Wilde,Suggested Duration Not Available,Address Not Available,Ratings Not Available,[]
1016,Edward III's Manor House,Suggested Duration Not Available,"20 Bermondsey Wall E, London SE16 4TT England",Ratings Not Available,"['Wapping', 'Cyprus', 'Rental Cars']"
1017,St Monica's RC Church,Suggested Duration Not Available,"19 Hoxton Square Hoxton, London N1 6NT England",Ratings Not Available,"['Old St', 'Hoxton', 'Rental Cars']"
1018,Alfred Hitchcock Bust - London England,Suggested Duration Not Available,"1 Poole Street, Hoxton, London, London N1 5ED England",Ratings Not Available,"['Haggerston', 'Hoxton', 'Rental Cars']"
1019,Treatment Rooms Mosaic House,Suggested Duration Not Available,"4-6 Fairlawn Grove, London W4 5EH England",Ratings Not Available,"['Chiswick Park', 'South Acton', 'Rental Cars']"
1020,"Grand Union Canal, Milton Keynes",Suggested Duration Not Available,Address Not Available,Ratings Not Available,[]
1021,St Matthew's Bethnal Green,Suggested Duration Not Available,"St. Matthew's Row, London E2 6DT England",Ratings Not Available,"['Shoreditch High St', 'Whitechapel', 'Rental Cars']"
1022,King's Cross Methodist Church,Suggested Duration Not Available,"58A Birkenhead Street, London WC1H 8BW England",Ratings Not Available,"[""King's Cross St. Pancras"", 'Euston', 'Rental Cars']"
1023,Blackwall Tunnel,Suggested Duration Not Available,Address Not Available,Ratings Not Available,[]
1024,One Million Queen by Matt Marga,Suggested Duration Not Available,"Park Lane, London W1K 1AB England",Ratings Not Available,"['Hyde Park Corner', 'Green Park', 'Rental Cars']"
1025,"St. Anne's Church, Limehouse",Suggested Duration Not Available,"Three Colt Street, London E14 7HA England",Ratings Not Available,"['Custom House for Excel', 'Westferry', 'Rental Cars']"
1026,Eltham Parish Church,Suggested Duration Not Available,"Eltham High Street, London SE9 1DH England",Ratings Not Available,"['Woolwich Arsenal', 'King George V', 'Rental Cars']"
1027,Nederlandse Kerk,Suggested Duration Not Available,"7 Austin Friars, London EC2N 2HA England",Ratings Not Available,"['Bank', 'Bank', 'Rental Cars']"
1028,St. Anne's Lutheran Church,Suggested Duration Not Available,"Lovat Lane Just behind The Monument, off Eastcheap., London EC3R 8EE England",Ratings Not Available,"['Monument', 'Cannon St', 'Rental Cars']"
1029,Crosby Hall,Suggested Duration Not Available,"Crosby Hall Cheyne Walk, London SW3 5AZ England",Ratings Not Available,"['Southgate', 'Oakwood', 'Rental Cars']"
1030,Kensington Temple London City Church,Suggested Duration Not Available,"Kensington Temple Kensington Park Road, London W11 3BY England",Ratings Not Available,"['Notting Hill Gate', 'Holland Park', 'Rental Cars']"
1031,St. Philip's Church,Suggested Duration Not Available,"96 Earls Court Road, London W8 6QH England",Ratings Not Available,"[""Earl's Court"", 'High St Kensington', 'Rental Cars']"
1032,Church of Saint Anselm & Saint Cecilia,Suggested Duration Not Available,"70 Lincoln's Inn Fields, London WC2A 3JA England",Ratings Not Available,"['Holborn', 'Chancery Lane', 'Rental Cars']"
1033,St George's Campden Hill,Suggested Duration Not Available,"St. George's Centre Aubrey Walk, London W8 7JG England",Ratings Not Available,"['Holland Park', 'Notting Hill Gate', 'Rental Cars']"
1034,Brockley and Ladywell Cemeteries,Suggested Duration Not Available,"Brockley Grove, London SE4 1DZ England",Ratings Not Available,"['North Greenwich', 'Canary Wharf', 'Rental Cars']"
1035,Chelsea Affiliated Synagogue,Suggested Duration Not Available,"Smith Street Smith Terrace, London SW3 4DL England",Ratings Not Available,"['Knightsbridge', 'Gloucester Road', 'Rental Cars']"
1036,Soup Kitchen for the Jewish Poor,Suggested Duration Not Available,"Brune Street, London England",3,"['Aldgate East', 'Aldgate', 'Rental Cars']"
1037,Norton Folgate Alms Houses,Suggested Duration Not Available,"Puma Court, London E1 6QG England",Ratings Not Available,"['Shoreditch High St', 'Aldgate East', 'Rental Cars']"
1038,Execution Dock,Suggested Duration Not Available,"Execution Dock House 80 Wapping High Street Wapping, London E1W 2NE England",Ratings Not Available,"['Wapping', 'Cyprus', 'Rental Cars']"
1039,St. Pius X Catholic Church,Suggested Duration Not Available,"79 St. Charles Square, London W10 6EB England",Ratings Not Available,"['Ladbroke Grove', 'Westbourne Park', 'Rental Cars']"
1040,Putney Vale Cemetery,Suggested Duration Not Available,"Stag Lane, London SW15 3DZ England",Ratings Not Available,"['Putney Bridge', 'Richmond', 'Rental Cars']"
1041,Belmont Children's Farm,Suggested Duration:1-2 hours,"Belmont Farm The Ridgeway Mill Mill, London NW7 1QT England",3,"['Mill Hill East', 'West Finchley', 'Rental Cars']"
1042,Black Death Burial Pit,Suggested Duration Not Available,"38 Charterhouse Square, London EC1M 6EQ England",Ratings Not Available,"['Barbican', 'Farringdon', 'Rental Cars']"
1043,Millbank Tower,Suggested Duration Not Available,"21-24 Millbank, London England",Ratings Not Available,"['Waterloo', 'Embankment', 'Rental Cars']"
1044,Windrush Square,Suggested Duration Not Available,"Reference Library Brixton Oval, London SW2 1JQ England",Ratings Not Available,"['Waterloo', 'Southwark', 'Rental Cars']"
1045,Ellis Street,Suggested Duration Not Available,"Ellis Street, London England",3,"['Knightsbridge', 'Hyde Park Corner', 'Rental Cars']"
1046,Liberty Grip Sculpture,Suggested Duration Not Available,"Olympian Way, London England",Ratings Not Available,"['North Greenwich', 'Royal Victoria', 'Rental Cars']"
1047,Tomb of the Unknown Roman Girl,Suggested Duration Not Available,"18 Bury Street, London N9 7JY England",Ratings Not Available,"['Aldgate', 'Liverpool St', 'Rental Cars']"
1048,A Slice of Reality,Suggested Duration Not Available,"Olympian Way, London SE10 0DY England",Ratings Not Available,"['North Greenwich', 'Royal Victoria', 'Rental Cars']"
1049,Well Tower,Suggested Duration Not Available,"London Tower, London EC3R 7JP England",Ratings Not Available,"['London Bridge', 'Tower Hill', 'Rental Cars']"
1050,William Pitt Statue in Hannover Square,Suggested Duration Not Available,"Hanover Court 5 Hanover Square, London W1S 1HE England",Ratings Not Available,"['Oxford Circus', 'Bond St', 'Rental Cars']"
1051,Roman Catholic Church of The English Martyrs,Suggested Duration Not Available,"30 Prescot Street, London E1 8BB England",Ratings Not Available,"['Tower Gateway', 'Gallions Reach', 'Rental Cars']"
1052,High Street,Suggested Duration Not Available,"High Street, London England",Ratings Not Available,"[""St. John's Wood"", 'Maida Vale', 'Rental Cars']"
1053,Museum of Soho,Suggested Duration Not Available,"Sherwood Street Opposite the Piccadilly Theatre, London England",Ratings Not Available,"['Piccadilly Circus', 'Leicester Square', 'Rental Cars']"
1054,Randolph Road,Suggested Duration Not Available,"Randolph Road, London England",Ratings Not Available,"['Warwick Ave', 'Royal Oak', 'Rental Cars']"
1055,Israel Zangwill's House,Suggested Duration Not Available,Address Not Available,Ratings Not Available,[]
1056,International Brigade Memorial,Suggested Duration Not Available,"Jubilee Gardens Westminster, London England",Ratings Not Available,"['Waterloo', 'Embankment', 'Rental Cars']"
1057,Whittington Stone Historic Marker,Suggested Duration Not Available,"53 Highgate Hill, London N19 5NE England",Ratings Not Available,"['Archway', 'Upper Holloway', 'Rental Cars']"
1058,Westbourne Grove,Suggested Duration Not Available,"Westbourne Grove, London England",3,"['Notting Hill Gate', 'Westbourne Park', 'Rental Cars']"
1059,The Georgian Squares of London,Suggested Duration Not Available,Address Not Available,Ratings Not Available,[]
1060,St George's,Suggested Duration Not Available,"44 Queen Square, London WC1N 3AH England",Ratings Not Available,"['Russell Square', 'Holborn', 'Rental Cars']"
1061,Waltham Forest Feel Good Centre,Suggested Duration Not Available,"170 Chingford Rd, London England",Ratings Not Available,"['Walthamstow Central', 'Blackhorse Road', 'Rental Cars']"
1062,Resistance Gallery,Suggested Duration Not Available,"265 Poyser Street, London E2 9RF England",Ratings Not Available,"['Bethnal Green', 'Bethnal Green', 'Rental Cars']"
1063,Bellot Memorial,Suggested Duration Not Available,"Cutty Sark Gardens, London SE10 9HT England",Ratings Not Available,"['North Greenwich', 'Canary Wharf', 'Rental Cars']"
1064,Here by Thomson & Craighead,Suggested Duration Not Available,"Olympian Way, Greenwich Peninsula, London England",Ratings Not Available,"['North Greenwich', 'Royal Victoria', 'Rental Cars']"
1065,Alunatime,Suggested Duration Not Available,"Orchard Place, Poplar, London England",Ratings Not Available,"['Canning Town', 'East India', 'Rental Cars']"
1066,New Life Fellowship Turkish Speaking Church,Suggested Duration Not Available,"190 Vartry Road Woodbery Down Baptist Church, London N15 6HA England",Ratings Not Available,"['Manor House', 'Harringay Green Lanes', 'Rental Cars']"
1067,Cheney Road,Suggested Duration Not Available,Address Not Available,Ratings Not Available,[]
1068,Euston Square Gardens,Suggested Duration Not Available,"Euston Road, London England",Ratings Not Available,"['Euston', 'London Euston', 'Rental Cars']"
1069,Inner London Crown Court,Suggested Duration Not Available,"25 Harper Road by The Traffic Light Juntion, London SE1 6AW England",Ratings Not Available,"['Southwark', 'London Bridge', 'Rental Cars']"
1070,Carre d'artistes - Galerie d'art,Suggested Duration Not Available,"9 South Molton Street Mayfair, London W1K 5QH England",Ratings Not Available,"['Bond St', 'Oxford Circus', 'Rental Cars']"
1071,The Coronet,Suggested Duration Not Available,"28 New Kent Road, London SE1 6TJ England",Ratings Not Available,"['Southwark', 'London Bridge', 'Rental Cars']"
1072,Merchant Taylors' Hall,Suggested Duration Not Available,"Merchant Taylors Hall 30 Threadneedle Street, London EC2R 8JB England",Ratings Not Available,"['Bank', 'Bank', 'Rental Cars']"
1073,Teleport,Suggested Duration:< 1 hour,"118 Upper Street The Angel, London N1 1QN England",Ratings Not Available,"['Highbury & Islington', 'Highbury & Islington', 'Rental Cars']"
1074,Assignment Writing Ace,Suggested Duration Not Available,Address Not Available,Ratings Not Available,[]
1075,Abbey Road Zebra Crossing,Suggested Duration Not Available,Address Not Available,Ratings Not Available,[]
1076,Pickering Place,Suggested Duration Not Available,Address Not Available,Ratings Not Available,[]
1077,Foreign & Commonwealth Office,Suggested Duration Not Available,"King Charles Street, London SW1A 2AH England",Ratings Not Available,"['Charing Cross', 'Embankment', 'Rental Cars']"
1078,Herbert Stewart Monument,Suggested Duration Not Available,"SW 1 Hans Place, London SW1X 0EU England",Ratings Not Available,"['Knightsbridge', 'Hyde Park Corner', 'Rental Cars']"
1079,"St Saviour's, Pimlico",Suggested Duration Not Available,"St. Georges Square, London SW1V 3QW England",Ratings Not Available,"['Hyde Park Corner', 'Green Park', 'Rental Cars']"
1080,East Ham WW1 Memorial,Suggested Duration Not Available,"82 High St S, London England",Ratings Not Available,"['East Ham', 'Upton Park', 'Rental Cars']"
1081,New West End Synagogue,Suggested Duration Not Available,"St Petersburgh Pl,, London England",Ratings Not Available,"[""Regent's Park"", 'Bond St', 'Rental Cars']"
1082,St Luke's Holloway,Suggested Duration Not Available,"Hillmarton Rd Holloway, London England",Ratings Not Available,"['Caledonian Road', 'Holloway Road', 'Rental Cars']"
1083,St Mark Hamilton Terrace,Suggested Duration Not Available,"114 Hamilton Terrace, London NW8 9UT England",Ratings Not Available,"['Maida Vale', ""St. John's Wood"", 'Rental Cars']"
1084,The Church Conservation Trust,Suggested Duration Not Available,"1 West Smithfield, London EC1A 9JU England",Ratings Not Available,"['Farringdon', 'Barbican', 'Rental Cars']"
1085,Virginia Settlers' Monument,Suggested Duration Not Available,"Thames Path NE Extension, London E14 2DD England",Ratings Not Available,"['East India', 'Blackwall', 'Rental Cars']"
1086,Australian Memorial Garden,Suggested Duration Not Available,"Central ave, London England",Ratings Not Available,"['Tottenham Court Road', 'Covent Garden', 'Rental Cars']"
